Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
ELMO2,1.845379027,1.831066947,2.914621799,2.62479195
ELMO1,1.782320734,2.032754342,2.62734594,1.525246362
PMF1-BGLAP,1.789857851,1.621413639,0.627584626,1.67384855
PMF1,1.582500699,2.115665925,1.244701211,1.507936962
CCZ1,1.124624763,1.587988513,3.163002483,3.044250077
CCZ1B,1.712801577,1.553762169,3.16804467,3.049168616
EBF3,1.565160324,1.832492223,1.856047633,1.575170501
MAP3K9,1.140621862,1.410975037,1.2428187,1.706880834
RAB40A,1.174919332,1.43838419,3.382105089,1.819167613
RAB40AL,1.966376728,1.539851837,3.391624592,1.102683518
PPP2R3A,1.247242802,1.541803486,1.80789066,1.443633622
PPP2R3B,2.231321512,1.356311241,1.842246292,1.245577398
UBQLN4,2.213211725,0.925980025,3.654840749,3.607744352
UBQLN1,1.333177529,1.2453543,3.754903151,3.709940712
NBPF20,2.08152208,1.86069393,1.645829434,1.361131605
NBPF15,1.490242994,1.09842768,1.156879037,1.008508495
NBPF19,1.104529474,1.290916903,1.584651069,0.148864251
ZNF182,1.483524903,1.18307678,1.518003792,1.90227841
ANKHD1-EIF4EBP3,1.732764571,1.623780605,3.405732851,3.29200434
ANKHD1,0.941100491,0.909428929,3.702919452,3.592734763
ARMCX5-GPRASP2,1.244721056,1.3331353,3.744531414,3.898863892
GPRASP2,1.670862939,1.612233188,3.64460492,3.804710049
NR2F2,1.084808648,1.261187508,2.994872386,2.786864023
NR2F1,1.633440626,1.848685551,2.968880576,2.761506773
FLJ44635,1.063300997,2.078787895,1.795131015,1.470018362
TPT1,1.477573561,1.380626047,4.496484859,4.398560237
CORO7-PAM16,2.086076875,1.497105234,2.806242877,2.621911889
CORO7,1.708546133,1.708573989,2.748812415,2.517102138
PRAMEF18,2.07372478,0.898331779,1.724784178,1.830699316
PRAMEF19,1.955207215,1.45269326,1.505115584,1.39738908
PRAMEF22,1.060565062,1.973764011,1.273806202,1.688035762
ZNF286A,1.674654593,1.255849647,1.500604691,1.464813655
STK4,1.017298536,1.024494614,3.412896701,3.347638433
ZNF587B,1.499385352,1.54243287,1.5855447,1.221722545
SIX2,1.860037082,1.694566187,3.316331712,2.399186408
SIX1,1.755540936,1.226661042,3.342097187,2.424924362
GSPT2,1.383749073,1.418567537,1.123314898,0.966950915
ZNF587,1.69557276,1.298461002,1.586871396,1.868994851
ZNF417,1.822175552,1.124070558,0.826444587,0.964098709
ZNF813,1.874839217,1.225049129,1.448598075,1.789064339
ZNF525,1.619031056,1.779808292,1.572767081,1.335542811
SAR1A,2.512408186,1.529169505,4.078206069,4.061914584
WWP1,1.671834082,1.385405462,1.324670887,1.506006572
YBX3,1.864222347,1.121291152,4.702523392,4.527645929
ACACB,1.1543428,1.438023013,1.583148387,1.547451558
PSPC1,1.56316529,1.070529133,3.859053385,3.621394422
UBP1,1.40306659,1.633488149,3.726873351,3.493714048
ZNF33A,1.529294793,1.727527763,1.379782998,2.157039632
WASHC2C,1.459810387,1.320968118,3.099801259,2.329929759
ZNF614,1.384979753,2.210502752,1.674005676,1.566324135
TCERG1,2.791713357,1.157709613,1.27375641,2.739159689
CBX8,1.373475338,1.213771849,2.469519188,1.423897654
RHOT1,1.471110114,1.804329886,3.317739339,3.689008738
14-Sep,1.508531347,2.652815645,3.941745372,1.259884759
HKR1,1.871126835,1.218927691,2.785875432,1.023589534
GDI1,1.461593181,1.620237842,2.919325743,2.514801082
ZNF268,1.930641329,0.771321458,1.955920804,1.149953477
ZNF850,0.987362241,1.413433348,1.815128924,1.648838445
CUL4A,1.453288934,1.516600725,1.699841058,1.459673407
ZNF419,1.657115989,1.403618928,1.446801088,1.825010741
RBMS2,1.339120456,1.793258846,1.530981963,1.39492741
PPP2R2D,1.587380679,1.954857597,2.392219228,1.127114509
POM121C,1.835036199,1.463097737,3.300681862,3.196522675
SMARCD2,1.715209427,1.260725385,0.88511217,1.582295753
PSIP1,1.205807064,1.163994625,3.08148638,2.556549394
ZNF443,1.453602479,1.593499884,1.398638881,2.021275288
SMAD9,1.712804891,1.356150977,1.841541153,1.701869439
NACA2,1.945426269,1.962196813,2.792139236,1.60563188
ZNF610,2.050004892,1.193735875,3.286944844,2.535843745
AHCYL1,1.844631298,1.811813743,1.795444418,1.832261077
ZNF384,1.641287481,1.686315163,2.868397538,3.469944752
FASTK,1.26725422,1.750538285,1.391555439,1.407043385
MAPK3,0.929506276,1.512926612,2.455330632,2.304198622
ZFP30,1.476460116,1.350381129,1.794802713,1.784144536
WDR92,1.610847205,1.403774349,4.282705928,4.142215641
GPR37,1.77255249,1.675048717,1.497501717,1.513067181
EIF5B,1.638901216,1.67964152,4.074381534,3.935448223
RNF214,1.273869652,1.404712841,3.344743271,3.193774158
BAG1,1.47030909,1.590247762,1.207659364,2.062282108
DDX19B,1.415144088,1.418561685,3.738603499,3.455833137
CAPN2,1.787039977,1.446933625,2.439973202,1.191043459
NFS1,1.807142132,1.714886467,3.794301883,2.121581677
HYOU1,1.200981202,1.529737607,2.977970358,3.22423871
ELP3,1.177276229,1.116039331,3.658929114,3.259473448
ALMS1,1.543257004,1.141739665,1.895132093,1.611196841
CCDC77,1.66063172,1.74981668,1.310032541,1.698485412
PTDSS1,1.49951158,1.48085241,3.93666768,3.659256546
NKX6-3,1.821640613,1.801294242,1.448253153,2.334267344
SMC5,1.625264147,2.092594269,1.222251859,1.59209595
DNAJB4,1.025092017,1.340150538,3.781087911,3.736135341
ITM2C,1.513545528,1.073054048,3.067547631,2.835089213
VPS52,2.049267201,2.385006306,3.251522469,3.321699597
LRRC27,1.294321627,1.565470529,2.07474607,1.41942091
CIT,1.866957446,0.806950963,1.786689053,1.657764527
TYW3,1.411949058,1.262501082,1.593782945,1.329405921
CDCA5,1.574218991,1.1773015,1.780477022,1.772436903
KLHL12,2.029988697,1.829214525,1.040731043,1.32147504
PRPSAP2,1.389684799,1.799487501,1.878901274,1.621548216
BCR,1.320860213,1.880692778,2.358413248,1.042030369
C1orf116,0.935852489,1.582265803,3.817437491,3.014477262
KIAA0391,1.50495349,1.552748132,2.472314282,2.160518246
SNRNP35,1.408570232,1.188014723,2.940528874,2.719068584
NCAPD3,1.335312244,1.168070258,3.776087039,3.316776657
PDIA3,2.337931058,1.109050824,4.106068393,3.964931831
ZNF804A,1.56434832,1.171030944,0.969464514,1.446452635
CYC1,2.230159704,1.699286638,4.226145268,4.091609819
TIMM29,1.798241317,0.992382096,3.330076301,3.041125975
ANK3,0.797938445,1.17187154,1.885840055,1.525115636
SPTLC2,1.793215543,1.665768009,3.292953225,2.975312999
THNSL1,1.000925744,1.39818969,1.587184603,1.438787895
LAMA5,1.866566056,1.729049439,1.535275564,1.500421537
PRPF38B,1.466960706,1.4111669,1.107085359,2.415477178
ACADSB,1.650602218,1.155242805,3.386169841,3.399548702
ECI2,1.626110228,1.524229905,1.866548723,1.72422136
TBCD,1.824230785,1.605214137,3.177148947,3.448080498
GLS,1.158800736,1.445477798,1.230474423,1.726778436
GTF2H4,1.259308985,1.541474115,2.674474377,2.903091527
SUPV3L1,1.543357047,1.542461845,3.469065474,2.978855712
TNPO3,1.634626811,1.797273816,3.286543814,3.093998521
SGPL1,2.520732587,2.597752961,4.065459935,3.757000597
UBE3C,1.175279184,1.464611039,3.158335755,3.062735429
CNNM4,1.714832994,1.30095683,1.224361994,1.797883069
FDPS,1.52635767,1.29034553,1.438110432,1.389551099
GPNMB,1.891961488,2.374623728,1.596192356,1.498086542
RBM33,1.707807101,1.373656651,3.066505928,2.963214185
PPAT,1.543655589,1.568766935,3.419534591,3.32803949
SNIP1,1.56683077,1.654702007,1.986908653,1.361869818
AFG3L2,2.365800437,1.916412754,3.415525851,3.569431079
KLHL8,1.553357641,1.837650358,2.587256972,2.210153017
FDXR,1.372176342,1.396892234,2.882682329,2.814853488
EIF4G3,1.223168525,1.650522967,2.51521131,2.318245914
MFHAS1,1.33446818,1.215656675,1.398545424,4.63063364
PCCB,0.828141825,1.754688312,2.874712528,2.861596659
DUS1L,1.407750932,1.506083186,1.766019862,1.831140951
SACM1L,1.16676913,1.432431061,2.842836465,2.332008494
MRNIP,1.80476919,1.337726649,1.096089233,1.609498682
RSAD1,0.679065295,1.966098533,1.42934076,1.384732735
TOGARAM2,0.956760522,1.715268899,1.579435044,1.473194705
TBCCD1,1.168833208,1.300858821,1.665292674,1.444808225
TRIO,1.346155637,1.319637635,1.887273332,1.809704654
F2,1.688017589,1.652143985,1.924648307,1.363352544
TIGD2,1.29190843,1.341207531,1.022869673,2.091973046
ATP6V1C1,1.395859131,1.52173089,3.458753622,2.333959027
SAMD4B,1.670192431,1.283791959,2.89405855,2.28040166
CPNE1,1.364513614,1.369871485,1.458673621,2.232765883
RAD51,1.423910025,1.45930969,3.331426986,3.249548309
GATAD1,1.735945705,1.416007901,1.783931772,2.186634245
CELF1,1.558336303,1.468356082,3.895980332,3.731785028
SARS,0.731385332,1.657476201,3.429536499,3.276648504
TRAPPC4,1.338428571,1.197253509,3.465531735,3.39140761
SUV39H1,1.36592739,1.834842385,1.249082223,1.94214615
TVP23C,1.63473127,1.210475607,1.547500055,3.520495877
DNAJB2,1.466289819,1.923850362,3.118094644,3.108275099
NME7,1.68095003,1.792368625,2.749991559,2.007784
CCDC25,2.020324382,1.303214273,1.484076147,1.785993467
ELL2,2.011100513,1.724362229,1.308010314,2.346824462
CNIH4,1.501706331,0.659571688,1.128267204,3.412412822
FAM120C,1.261006816,1.489586308,3.21039511,3.341701558
TAF1,0.908809622,1.805182757,1.9072425,1.578243055
KIF21A,1.17221736,1.254478657,2.841080017,2.020256133
ITIH3,1.327775201,0.892196114,1.430856962,1.644585129
PREP,1.164524805,1.315691496,2.460100155,2.344836718
BAIAP2,2.042277214,1.878572944,3.139359746,3.117155283
DLD,2.325270693,1.655762164,2.897031682,3.421817089
TK1,1.597460412,1.227101674,2.559276644,3.027622828
ADGRF3,1.749280216,1.854912859,2.799571993,2.772549025
AP4B1,1.926266853,2.278189328,3.054815046,2.909727272
ACSF3,1.749223411,1.278982161,1.518848087,1.817035774
SMG7,2.323331394,1.533962509,2.933828611,2.753875136
NT5C2,1.460501563,1.095572087,1.541239841,1.798185575
ZNF551,1.820926963,1.066684397,1.970833917,1.79119926
TBX18,1.369521132,1.185303385,1.982154687,1.322868162
SLC25A17,1.682256131,1.725842279,3.746580224,3.480043537
ESPL1,1.350387756,2.103865261,1.302023332,1.909618932
CPT1A,1.452750605,1.628063942,1.366494069,1.119567022
IGSF8,1.514365953,1.692414737,3.671887184,1.896271499
CPEB1,1.520953351,1.496709637,1.091175481,1.822160982
SF3B6,2.036219948,2.597912482,2.865991235,3.007585977
RNF34,1.473643435,1.012356241,3.092879149,1.235563412
ZNF778,1.235500187,1.249302823,1.336963604,1.982345634
PASK,1.143526531,1.522730515,2.833607046,2.032645926
RABGGTB,1.80713645,2.022276193,1.939576788,1.194432274
ZMYM3,1.115868452,0.960685068,2.317354771,2.344026399
ARMC8,1.580676714,1.209975659,1.463016916,1.38349318
KIAA1549L,1.189570904,1.270050908,1.169593982,1.911384777
CSPP1,1.700795297,1.394359997,2.849871933,2.722659228
VAC14,3.720747985,3.801984768,2.989072929,3.010633874
DCDC1,1.025987875,1.464944156,2.594039961,1.148442949
STRN,1.482809502,1.671053642,1.072489423,2.825478892
RETREG3,1.476045447,1.389558257,2.892921877,3.052323196
SORCS3,1.374966991,1.309758152,0.843841544,1.280181412
SNRPE,4.034468246,3.228965885,4.45046028,4.650805887
FBXO40,1.60139857,1.620828011,2.838689891,2.743441766
FGF2,1.996788045,1.939692435,3.326709342,1.550558971
CNN3,0.992730963,1.292575443,1.349571692,1.535168929
PIGK,1.999455396,1.438806526,0.964015165,1.2502906
GIN1,1.586203735,1.571020942,1.466357778,2.307453907
ERCC3,1.619690704,1.538488326,2.777778259,1.978864544
POLE,1.616893223,1.095635605,3.471564945,2.829110367
LAP3,1.066346041,1.813329329,2.66786414,3.124272521
TBC1D9B,1.337498677,1.474963084,3.160247635,2.8635205
CBR1,1.590984673,1.223006855,1.844560418,3.420665069
PIMREG,1.489162984,1.40883322,2.066596905,2.227288871
UHRF1BP1,1.681980605,1.612106449,2.813857456,2.812051124
FAM53C,1.246849827,1.36362547,2.620359265,2.447361849
CYP51A1,1.649866796,1.485278946,3.332339346,2.621693729
KATNAL2,2.674127,2.98158571,4.001282996,3.941396513
ITPA,1.5519894,1.344004371,3.64075191,3.366549702
DHPS,1.498518121,1.373275761,1.134132181,1.732892579
TXNDC5,1.068237937,1.350930012,3.328681273,3.293434138
ZBTB1,1.384639288,1.318704437,1.228115217,1.70114195
PDK1,1.432477696,1.727798585,1.95350371,1.495614181
OAS2,1.240676025,1.539465116,1.195346672,1.740107482
MDGA2,1.539339175,1.645188801,3.44191721,1.583108426
EIF2B2,1.337287227,1.375426842,3.552175038,2.351033814
RPS6KB2,1.237263298,1.518823592,1.818529844,2.19111722
MOCS1,1.07127719,1.329327857,1.869684295,1.549575689
POLR3F,1.930875229,1.435471989,1.841141062,2.964447322
KLHL21,1.359089188,1.756216475,2.838325335,2.814553792
LAMA2,1.498910166,1.468391814,1.553350404,1.523959648
SELENOO,1.396844494,1.984460572,2.743118916,2.485903911
ATP8A2,1.974559169,1.368619648,1.556980717,1.56439897
PRIM2,1.833392903,1.851012313,3.668656726,3.447934723
PUM3,2.198070573,1.872512922,1.960959789,1.155657152
FTL,1.191157613,0.60198396,3.946876819,3.552454009
TATDN2,1.103882992,1.010750994,2.402627239,1.919908525
ETNK1,2.233811282,1.413024851,1.543620709,1.397257498
NRDE2,1.317796958,1.985484704,2.575158798,2.453916941
USP54,1.243403699,1.589028733,2.06518054,1.726722028
DMXL1,1.696452953,1.850124318,2.049255707,1.896461278
GDAP2,1.426939152,1.04120625,3.091641466,1.501807939
CCDC88C,1.490609274,1.223343255,1.600688875,1.848047713
KIF1BP,1.434800526,1.749343664,3.331939903,1.93127298
LAMB2,1.314051724,2.047836391,1.758415314,1.820941312
KLF16,1.166596117,1.164255347,3.24137288,2.502657965
ELL3,1.656257868,1.408192231,1.169956788,2.50420444
EMILIN3,0.960365384,1.317670825,2.424753688,0.756585096
MAP7D2,1.579911511,1.178498249,3.293490343,2.914666064
XYLB,0.944915516,2.054863999,2.739148528,1.871110581
DENND3,1.390950961,1.681357808,1.847458197,1.470128783
GCFC2,1.442689083,1.237089353,1.607355516,1.544666415
SRFBP1,1.664421349,1.599731926,3.21927791,3.28916983
MSH3,1.473296047,1.818795545,1.417103483,1.305289236
DERA,2.077825659,2.372113146,1.88749419,1.975948814
UCHL3,1.55953935,1.069506729,2.621371969,2.777800752
MOAP1,1.326219767,1.541749795,1.647075863,3.844181067
CTDNEP1,1.716840704,2.075194674,3.225208913,1.268195425
MRPL1,1.410978228,1.331343774,3.938852487,3.774433782
AIPL1,1.113842936,1.438343986,1.450439922,1.6780934
RADX,1.934133313,2.068608692,3.42982103,3.441944566
SPOP,1.862694827,1.72047135,3.218255898,2.81130964
NDC1,1.688519389,1.823060645,1.284187466,1.263436376
NKIRAS1,1.710610299,1.181212107,3.18425138,2.973161926
OSBPL11,1.487305357,1.237702838,2.698088465,2.595684733
PSMD9,1.475405327,1.351092119,1.717935309,2.032843148
HMGXB4,1.256221552,1.678990678,2.655054944,2.406566724
GOT2,2.324351177,1.972304544,3.680237867,3.522484661
RNF114,1.428175452,1.503391822,3.665917343,3.650249313
TRIM59,1.584818081,1.57649666,2.592944448,2.392825667
CDC7,1.535471086,1.182484321,3.734514669,3.454020278
INPP4A,1.912721181,1.682551187,1.401854865,1.401031556
OSBP,1.592181556,1.164401121,2.924043768,2.478246693
ARL14EP,1.881707872,1.300202465,1.50648913,1.347401871
THEM6,1.564243429,1.610055607,4.282496041,4.205591863
COASY,1.173165922,1.117117751,3.932128623,3.759455512
CPSF4,1.320232887,1.503023369,1.383913943,1.854324429
JPT2,2.178048814,1.040639895,1.115829647,1.372125281
PDXK,1.348448852,1.173177927,2.630037373,1.485980096
TFDP1,1.637082611,1.203019497,3.154031605,3.169251775
PSMD10,1.595856105,1.420633731,3.422629703,3.506254055
ITIH4,1.27767192,1.098907114,1.351529404,2.153323222
KDM1B,1.022403228,1.057621031,2.280115077,2.637169011
TAF12,1.635958679,1.135174595,2.548561436,1.260695177
VPS45,1.841958628,1.239335081,2.797842515,2.399564528
DNAJC11,1.127255019,1.469211313,3.76802483,3.588959148
TBCE,1.653566168,2.177584724,2.148671495,2.57272458
PLCH2,1.302655978,2.390227562,1.254676612,2.165758191
TSEN34,1.180185285,1.241237236,1.332761545,1.436161702
IFIT5,1.421460584,1.385627294,1.792489209,2.259697857
RIOK3,1.389819614,1.624345746,3.412410417,1.139188256
SALL2,1.785336155,1.892775126,2.730093381,2.028578689
RIF1,0.860360563,1.715819539,3.456714188,2.936675481
MTCH1,1.1077676,1.970070162,3.42358634,3.367628298
RNF126,1.236247546,1.616075476,1.271918052,1.326615566
EXOC1,1.409412815,1.277385419,2.613080286,1.481657972
FPGS,1.589110184,1.782654246,3.106396167,2.861851204
PRR14L,1.357190102,1.673117039,1.670910695,1.501283617
TTC27,0.662957686,1.537825367,2.472625231,2.209373276
EXO1,1.800448448,1.519863289,2.547891579,1.051559339
EXOG,1.189426174,0.942057569,1.176300212,2.841770015
EP300,1.947965853,1.40298229,1.336244542,1.405848538
MOGS,1.147420013,1.816605042,3.506481005,3.310900231
TIMMDC1,1.404624591,1.562791605,3.440860102,3.380025755
AGPAT5,1.660261076,0.960845315,2.967777131,1.756704179
MPST,1.245200262,2.02372412,1.676938366,1.376269155
PRKAR1A,1.556467335,1.581396926,3.940326144,4.019974587
GEMIN8,2.104236996,1.871439941,3.624856143,3.289978852
P3H4,0.891222002,1.51770699,1.546659527,2.950386827
DMRT2,1.373990709,1.468647352,1.42220816,1.354441835
EDC3,1.392754599,1.53492178,3.283847997,3.02637245
RDH11,1.595940248,1.614328776,3.190701696,2.971118126
GJC1,1.361950992,1.4256748,3.050176888,1.684926638
RMDN3,1.314222758,1.288213164,1.183041221,3.391574622
GMPPB,1.234133457,1.205927866,1.657519448,2.847630277
WEE1,1.197967233,0.884209987,1.384036389,2.257206957
RPS6KB1,1.557374503,1.439839022,1.465161625,1.798934835
DNMT1,1.003008414,1.009866333,3.365616748,2.904896587
VAMP5,1.897795658,1.73927763,1.89667168,1.660320153
LOC101928841,1.724246046,1.248600503,2.090459118,2.180793429
DUOX1,1.611243435,1.649048767,0.580518906,1.769365362
CERK,1.428143487,1.711906146,1.709924859,1.721997689
SAMD1,2.23409286,2.303444858,3.32952637,3.274560936
HOXD4,1.52017554,1.407386395,1.857956689,1.611876192
HOXC4,1.15697027,1.676650181,1.438446214,1.181862206
RALB,1.884671909,1.392418667,1.10386681,1.159727825
RALA,1.486994457,1.703633124,3.909391823,3.802510733
SMAD1,1.315760173,1.363601809,2.666816685,1.852774135
SMAD5,1.165275088,1.587398778,3.333834064,2.630680309
TAF9B,1.896402369,1.802962167,1.448617418,1.634055861
GBP1,1.914626397,1.82469314,3.353089995,2.721612985
GTF2H2C,1.158756886,1.044630779,2.821203461,2.749900358
GTF2H2,1.50332418,1.838933595,2.843471515,2.771851225
GTF2H2C_2,1.846359051,1.886283939,2.82404281,2.752531877
PFKFB3,1.685054719,1.403744083,1.420422282,1.595979195
PFKFB2,1.147653372,1.262100818,1.761445536,1.517143152
FBXL3,2.076789026,1.230618768,2.762788295,2.58479399
DYRK1A,1.718644018,1.946242465,3.731135085,3.275675906
DYRK1B,1.935927655,1.490963132,1.510503407,1.20330049
CBWD5,1.489254697,1.104259475,3.001973042,1.539980624
CBWD2,1.519023792,1.622197906,2.853999933,3.326162093
CBWD1,2.032399036,1.804965488,2.852759748,3.322610861
CBWD6,0.970483731,1.341146857,2.889457695,1.370179861
CBWD3,1.522976658,1.69253993,2.862891542,1.844644164
HLA-G,2.230596356,1.533295818,1.490028642,1.650572539
UFL1,1.404421196,1.491139024,3.434968976,3.251941812
DLG2,1.831940576,1.59823791,3.770445396,1.672277122
RAC3,1.878933484,2.564324142,1.837015506,3.452126456
TEX15,1.473901651,2.318245255,1.517831235,1.164248912
ACSL4,0.835154157,2.096286275,1.35707759,2.898101964
ART4,1.47774137,2.017619568,2.757058725,1.059664983
TAX1BP1,1.57876599,2.077888808,3.453102983,3.218893492
LENG9,1.648191354,2.067604969,3.436129634,1.441225167
TYMS,1.635160992,1.255770607,1.340612464,0.994859632
STK40,0.960520433,1.757905198,1.947569992,1.336467689
N4BP2L2,1.077847724,2.002890375,2.468707429,1.481149261
COLGALT1,1.276722825,2.196993054,3.081698129,1.574693263
TP53BP1,2.133207354,1.825786199,1.404810889,1.341252622
PAM,1.757895663,1.449624127,3.877232512,1.048833176
PFKFB4,1.357075591,1.942889017,3.449672424,2.546860177
AP5S1,1.008853416,1.146539428,2.483434392,1.298038979
SMCO2,1.659581858,1.52412838,3.490099069,3.256369101
TRPC4AP,1.698174293,1.623598246,3.027899684,1.490322177
QKI,1.755183377,1.524187051,1.497031527,3.042325191
SHKBP1,1.270263737,2.085296296,3.432754986,2.99413293
ZER1,1.957861862,2.148980721,1.376915726,1.47706387
MGME1,1.449143659,1.774479569,1.694594798,1.762480296
THAP2,1.588871715,1.338732713,3.056106032,1.584202545
DCP2,1.556122899,1.612050411,3.182573288,1.640229412
OBSCN,1.176210977,1.577922987,1.694082039,1.288304639
PLEKHA1,1.386851988,1.486374345,1.532100714,1.324278032
SPATA20,1.235663021,1.846860874,1.639890302,2.150102815
CSMD3,1.307165485,1.553910838,2.091530288,2.106179677
FAM184B,1.488624328,1.872253479,1.721700546,1.217208933
CALCOCO2,2.056126374,1.580204077,2.426796332,1.471016822
CENPP,3.057414895,1.642233991,3.561725154,0.947046699
IQCC,1.461761524,0.957451975,2.99993172,2.775863021
PLK4,1.150760444,1.817456662,0.925868412,2.770250244
TRIM24,1.893180158,1.712514807,1.211054355,1.734983126
ERC1,1.611298456,1.408875804,1.871542622,1.362971735
USP17L21,1.42130215,1.021394468,1.953500339,1.752130107
USP17L10,1.033120264,1.622326609,1.957380253,1.756389336
USP17L26,1.221052333,1.162192851,1.944631206,1.743591447
USP17L27,2.117640578,1.378859446,1.94478525,1.743703556
USP17L24,1.486612198,1.277213388,1.950251142,1.749314918
USP17L15,1.751889578,1.698400406,1.926061285,1.725049895
USP17L20,1.137472701,1.855953152,1.956941453,1.755778076
USP17L25,1.165505086,1.48560313,1.936907768,1.735496776
USP17L13,1.520273692,1.628861887,1.952395903,1.751277416
USP17L29,1.331567161,1.456543626,1.945220906,1.743965297
USP17L22,1.541622733,1.726645176,1.94298496,1.741725103
USP17L28,1.691465784,1.333577362,1.93984552,1.738553389
USP17L12,1.91757495,1.538549619,1.939812755,1.738298175
USP17L19,2.131132751,1.412881195,1.951169006,1.750281918
USP17L17,1.561170301,1.498177945,1.961378954,1.760281157
USP17L3,1.557574676,1.623306508,1.944044655,1.742777401
USP17L18,1.240664742,1.451425331,1.967748722,1.766475969
USP17L1,1.543683037,1.487247077,2.030712106,1.829527454
USP17L5,1.749221555,1.288716545,1.946546306,1.745259438
USP17L30,2.093013564,1.244712371,1.946924244,1.745763854
USP17L11,1.213405143,1.331514256,1.958634084,1.757551536
DPP8,1.144077805,1.332689153,1.431538186,1.289049243
ERICH1,1.579360648,1.16602774,1.81483469,1.146371832
CCNF,1.324987272,1.2600901,1.383391689,2.918853602
CCDC191,1.329367708,1.996680225,1.142667195,1.349596459
TEKT2,1.528969219,1.103761571,1.698795833,1.293478821
TFAP2D,1.448430371,1.367154242,1.320640584,0.991320847
E2F7,1.578491074,1.599344524,2.075144319,2.257087773
APEX2,1.650730655,1.375065858,2.848373372,1.256013126
CCDC154,2.347835032,1.976491829,2.395266263,2.51843506
TIPARP,1.957961901,3.502573657,4.778055531,1.599855574
KIF21B,2.218923222,1.540835708,1.500550907,1.676590473
CEP120,1.438487005,2.296118518,1.154842291,1.475942017
PIK3CD,2.432998226,1.323268744,1.705867971,1.194155691
SOX4,1.918617845,1.912080818,1.246828509,1.441212737
LOXHD1,1.334206458,2.393519845,1.196699045,3.341782629
TRIM13,1.2600649,1.733258878,2.740761196,1.353562974
GLG1,1.132259788,1.517103185,1.898516353,1.831188157
STAG2,1.393228937,1.138485442,2.586103503,2.423675234
MRPL20,1.511070431,1.365834943,3.440941849,3.626572061
GLUD1,1.276848,1.837228021,4.219170114,3.914585794
CXXC1,1.485924185,1.058287979,1.470746616,1.293502486
ATAD2B,1.526631152,1.265890199,1.943463188,2.840243334
CAPNS1,1.582237908,1.885462781,3.641340881,3.426077459
MON2,1.613305328,1.998496606,2.92267368,0.997937422
PNKP,1.135498419,0.956860876,1.688646313,0.979159119
UQCRFS1,2.588863088,1.692291168,4.439884347,4.315279584
RPS19BP1,1.670703374,1.798434064,4.003328704,3.826017747
RPP25L,1.808002368,2.183024589,3.428223733,3.478572114
SHQ1,1.011436283,2.157654381,2.011428505,1.150445982
GTF2E1,0.867750377,1.426826634,1.349685386,1.255947804
C5orf22,1.559579091,2.260318975,1.610135305,1.19352479
SRP54,1.558300699,1.430039344,3.286130874,2.590020926
CETN2,1.442766,2.0039989,1.777136266,1.096917688
RIC8A,1.695169158,1.205079022,1.339269321,1.23464999
SSB,2.61164377,2.281006778,3.881937183,4.081468597
SGO1,1.637509772,1.967998688,1.437786285,1.606473867
ALDH6A1,0.996044673,1.317339038,1.819458845,1.267548966
TMEM209,0.964744631,1.485762497,1.252709144,1.704749572
ARHGAP20,1.557657217,1.569607912,1.666397618,1.141483833
RALGAPB,1.511138973,1.854714521,1.409591179,1.310014968
DCXR,1.950365421,1.728369109,3.420769487,3.280885696
SNRPA,1.8992716,1.07644222,3.723649851,3.690051619
NUP54,1.810817425,1.464456273,2.471527231,1.07217748
IARS2,1.548998208,1.692391605,2.483093407,2.100864465
MBNL1,0.860977836,1.918814782,3.639181169,3.625205656
CD180,3.50362255,1.527179141,1.767588916,1.654827763
RBM42,1.483078321,1.880679525,3.350754669,2.985132891
SRR,1.655485711,1.748713478,3.182681803,2.735623154
TAMM41,1.798924673,1.412114074,3.767860188,3.582512112
FKBP4,1.175156263,1.248434939,3.93916261,3.562059942
ILVBL,1.724874855,1.648095027,3.72336052,3.521926101
C1orf131,1.839560328,0.867571076,1.791997757,1.384870863
RBM3,1.845586912,1.528421494,0.889231136,1.409238772
RARS2,1.457304659,1.184682024,2.553378289,0.944108354
SLC25A22,1.22455605,1.675634463,3.114292571,3.600528408
ARFGAP2,1.317793173,1.834399361,2.380421862,1.625772126
CEP83,1.728320754,1.742714418,1.709374505,1.517667229
KCMF1,1.613911408,1.425391044,2.214236909,1.043683189
TBL1XR1,1.758674159,1.697308759,2.180757437,1.277633429
P4HB,1.846115053,1.446830392,3.426166847,3.215359514
PLXNA3,1.416830438,1.283398448,1.571703225,1.336749486
WDR37,1.273863857,1.478662084,2.787394934,2.12867261
PNPT1,2.235171818,2.301936146,2.512097653,1.530424564
TP53RK,1.506933921,1.354224936,3.228475671,3.462641256
LPGAT1,1.508226774,1.203379804,2.030540018,2.1034248
HMG20A,2.033979336,1.932144477,1.561269653,2.461989233
ANAPC7,0.942060972,1.715873694,3.438616223,2.913208201
ZNF569,1.66933768,2.137278331,1.513332545,1.466370649
BRMS1L,1.61044825,1.690645461,1.661630313,1.416928379
HOXC13,1.487392294,1.264644015,1.606358044,1.611907494
SETD1B,1.83145897,1.467100688,1.909774312,1.244169318
SCML2,1.786679272,1.169934258,1.96836598,1.90660727
SLC7A6OS,1.102917783,1.116575344,1.214680419,2.236578665
PHACTR4,1.889020352,1.41125115,1.319919418,2.609348934
GFM2,1.500390496,1.465917109,1.505761504,2.576694665
