Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
RPA3,3.357356067,1.900940815,1.506973683,3.355130847
UBE2C,1.662267565,2.016694038,3.458113371,3.067614595
ZNHIT3,1.172265374,1.088056311,3.804157666,3.55417512
C5orf24,1.54783012,1.53458684,1.605147797,0.7630674
PPIL1,1.505987254,1.725439263,2.890266418,1.527804954
HFE,1.156534639,1.290176271,1.467496501,1.426278207
GUF1,1.183479532,1.98412547,1.019806798,1.922589641
DDX42,1.6147087,1.857187239,1.498218675,1.749824345
ACAD9,1.783766916,1.631020868,2.93278301,2.620659136
GPBP1L1,1.136666581,1.280127836,1.550507112,1.803132734
DNAH9,1.795795359,1.934229722,2.661334806,2.535859456
DEPDC1B,1.535988869,1.52680015,1.640547425,1.665276029
CHAF1A,2.105862685,1.730301705,1.033482749,1.822527739
CFAP36,1.376490469,1.93272421,1.0334828,1.845126643
AP3S1,1.653974724,1.232947542,3.435703086,3.199088609
POLA2,1.853463444,1.480850264,3.105299509,3.032270926
NAE1,1.721895069,1.762912592,1.577912478,1.40969785
AURKAIP1,1.973425819,1.408846367,1.66650297,1.639709223
CCDC85B,2.02744319,1.260724749,2.839577005,1.737305098
CWF19L1,1.713769681,1.639972904,3.321944194,3.007839987
DAND5,1.357773408,1.281782844,3.997595679,3.945429722
LIN9,1.322074735,1.463476846,3.138084901,3.020621996
PIAS1,1.936023238,1.620653461,1.724842495,1.655817239
DYNC1LI1,2.47003438,2.745397392,3.994813301,3.557151284
MACROD1,1.593777002,1.401934822,1.254312307,1.360021826
DMAC2,1.622844544,2.026774952,1.819000387,1.257167163
VRK1,1.327229532,1.317344066,1.353442024,1.631445741
SDF4,1.88969138,1.30233715,3.202809835,3.453217313
IFT74,1.930521794,1.740123827,1.626164462,1.313849775
EGFLAM,2.566955691,1.828845554,2.024929333,1.494778629
RNF219,2.170924376,0.866099091,3.365898188,3.417725094
DYNC1I2,1.317016218,1.921825377,2.010508315,2.952950964
PAIP1,1.30129896,1.50343775,3.603387668,3.754711744
API5,1.747912696,1.606651708,1.457851925,1.157270369
IDH2,1.368749534,1.782547656,1.482468098,1.695781319
MVB12A,1.510282826,1.74800704,3.29151433,1.700095044
POLR3B,1.627871266,1.270746408,3.32616184,3.065872376
CLN6,1.536633013,0.962263431,4.00800559,3.847736153
AK2,1.675058248,1.773568036,3.643049495,3.571311851
STX3,1.302587109,1.438269004,1.71243049,1.497351087
TTC21A,0.984493139,1.711296584,1.489413972,1.791475597
BRD9,2.254341023,1.226650328,1.201160169,1.383928259
SRSF11,1.103054005,1.767474799,3.546712092,3.435814878
SEMA3G,1.774053607,1.539309151,3.118558701,3.690505512
STX4,1.652399797,1.63465096,4.122956002,1.541261308
DNAJC2,1.397314573,1.432038175,2.500381041,1.410580852
FGD6,1.778624665,2.155494995,3.079070011,1.7308064
DTX3L,1.401099244,1.872839145,3.425225176,1.526819982
BCAN,0.793475397,1.003530915,1.880240428,1.474770167
PRKAA1,1.054840875,1.113559441,1.414869522,0.983820838
APEX1,1.612360611,1.559927808,1.584328624,1.726530571
SYDE1,1.309130349,1.690861665,2.80842964,2.559220791
ALG1,1.464984415,1.666095116,2.297245607,1.320724256
HUS1,1.709417528,0.962571769,3.626823091,2.950604703
ATP6AP2,1.514051981,1.690365949,2.094146574,1.702612206
SNU13,3.160297624,3.013385571,1.643624629,2.791467251
UNK,1.702065256,1.779076474,3.092346039,2.147216904
KARS,2.775426328,2.62597952,3.949868892,3.910280061
ANKS3,1.54051267,1.587753288,3.515972117,1.739550078
ERF,1.480322233,1.467305541,2.224856362,1.562891328
DRAP1,2.990041112,1.574029898,3.493535269,3.366642279
PARP8,1.440824606,1.697631124,1.625388217,1.4110305
PYCR1,2.079575936,1.250704566,3.523761272,3.339321137
TRIM25,1.737058204,1.254060634,4.314472661,4.08632127
GLA,1.598826551,1.729792288,1.681378527,2.976492928
NCOA3,1.553420715,2.003855336,2.881462169,3.163085864
GCDH,1.600547701,2.231961245,3.999819696,3.804549494
CDC25C,2.047858799,1.33484356,2.641796456,1.598621222
ADD3,1.379716117,2.457679227,2.885778596,3.349812633
ADA,1.296090008,1.113074159,0.967445138,1.501130555
MBTD1,0.976032132,1.211584244,1.88324028,1.64689311
ACADVL,1.220922994,1.392271736,1.725121861,1.254036207
MLKL,1.047194231,0.993644609,2.610475902,1.438881354
CLASP2,1.33750922,1.815980858,3.647932312,3.301243641
CHMP7,1.357263139,1.155546365,1.359946411,1.099400612
TYMP,1.181724049,2.648258388,1.545130968,1.889736976
NDUFV2,1.471563215,1.720926731,3.842286218,3.760034488
SLC4A2,1.788076515,1.580294568,1.657952456,1.657523075
NELFCD,1.308575132,1.636558917,1.251866675,0.982668042
CCDC168,1.004183116,1.459296313,1.607040727,1.501865822
TBRG4,1.364644561,1.405187755,1.633429704,0.857195484
KLF5,1.471506484,1.776652351,2.45372017,2.705405879
ZNF451,1.394112793,1.259029785,1.43287625,1.819971427
INTS1,1.535318278,1.18282891,2.348448898,2.22473742
BIRC6,1.680849624,1.419425922,3.261046952,3.222735868
ETHE1,1.363409603,1.395629107,3.025041349,2.941479188
SNRPD1,1.399268661,1.532566667,3.668740847,3.982980501
NEK6,1.87389884,1.161034494,3.233011204,3.279748697
SLC1A3,1.720727051,1.273066582,2.55419463,1.411354687
MARS2,1.45228551,1.701263992,1.407719988,1.683334486
LPIN3,1.515228329,0.975334145,3.20694942,1.62534632
ELOB,2.64249314,1.490901543,3.4178086,3.580929542
ATP10D,1.484066398,1.737116423,1.41060074,2.794016945
SPC24,1.820259649,1.696657267,3.877600162,3.706997006
PHF23,1.200365839,1.575998662,3.342099382,1.325848208
TYW5,1.845692001,1.697827114,1.485960538,1.541086672
D2HGDH,1.287909051,1.513568563,1.716583314,0.637468924
PAIP2,1.452231383,1.274818259,4.795068213,4.591182769
ZNF652,1.506558007,1.513607312,1.379817722,1.165484378
ZBTB6,1.313031247,1.702543116,1.578095276,1.270645239
ERI1,1.301103555,2.241034299,1.540383223,4.421003529
SCUBE3,1.495724215,1.455577986,1.149557246,1.637495586
CAVIN1,1.547775499,1.355028023,2.947447776,1.230436382
ZPR1,1.561733603,1.623628546,3.394832908,2.961819123
ENSA,1.555194781,1.703043185,1.177893793,1.357878816
TRAIP,1.327634434,1.783212683,2.25194068,0.962110361
POLI,1.437057753,1.596201917,2.565977491,2.41134735
CCDC192,1.072001159,2.111209324,1.071495898,1.662032816
LAMA4,1.375549515,1.462757078,2.480929721,1.194258504
POP7,2.849805213,1.448585875,3.680010661,3.523468581
TRUB2,1.30086218,1.239184782,1.623445691,1.318600729
CDCA7,1.159585445,1.360108964,1.941497549,1.636422587
MED19,1.756470658,1.437746949,3.002574928,1.270549948
MSH5,1.691134263,2.009812748,1.092828935,1.549854562
GET4,2.054238284,1.686744103,3.749048254,3.519795668
HSD17B11,1.314908025,1.786977754,3.757392406,3.423728481
SETD1A,1.674217139,1.481673112,1.866300171,2.023250181
DLST,1.99417478,1.39306431,2.60827877,1.860768386
CARNMT1,1.465920005,1.33363851,1.369754119,1.374198541
VPS33A,1.290094771,1.971543103,1.618517469,2.270206959
PCID2,1.665931572,1.726740334,3.121314357,3.016282962
FBXL6,1.685971346,1.51126042,1.118228618,1.09122645
KLF4,1.537492875,1.161993268,1.153367281,1.816976312
MRPS33,1.192764433,1.622511587,1.757295592,2.207368655
MTO1,1.877601308,1.1190288,2.911470759,2.74841419
RUNDC3B,1.476510324,1.71925173,1.092810608,1.416698252
PMPCA,1.940283335,1.384365705,3.146825826,3.213686506
NIPSNAP2,0.719618714,1.283369038,3.206539914,3.064750567
FHL1,1.860333253,1.672282654,4.317523013,4.102925217
POT1,1.809108151,1.596937774,1.721013859,1.821488725
MRPS21,1.821730399,1.364789288,1.228562753,2.037378565
CWC25,1.418403076,1.48408073,2.928153204,2.996934322
SNAP47,3.534130396,3.678392066,2.279737528,2.780560144
KIN,1.547899537,1.475771052,1.583336828,1.561721418
CACNA1E,1.723408259,1.484547615,1.850685249,1.18274494
ITGA10,1.732839375,2.130232734,1.456700301,1.450931082
INO80B,1.455933944,1.044728985,1.220487128,1.580904849
FAAP20,1.4288477,1.286777381,2.470513637,0.628667154
KCTD6,1.191085262,0.757389406,1.666565702,1.614894842
COG3,1.24668829,1.56640587,3.367858865,3.24201608
PRKACG,2.169575324,1.397977775,1.31588365,1.333679144
ZNF446,1.167165046,1.631310883,1.442664084,1.647997772
CPVL,1.110627786,1.981757865,2.925515334,2.890656109
WWP2,1.77233077,2.004939879,2.865829952,2.813178235
MAP1S,1.571397484,2.184881172,1.707988301,1.582348329
NDUFA3,1.625894473,0.862445306,1.472152004,1.726612464
KDM4D,1.867562101,1.679301186,1.152768494,1.480615933
SASS6,1.190667954,1.64917367,1.427114936,2.371562425
PGK1,2.694301504,2.0201546,3.738074289,3.807736712
HSPBP1,1.363575254,1.160767602,3.815500273,3.674975779
SPATA21,1.780970172,1.449169306,4.367682896,1.808200761
CDIPT,1.406473439,1.518376828,4.004901193,3.934571496
AGTPBP1,1.105994577,1.681036896,2.083997289,2.965502683
SYT12,1.193994309,1.109187827,1.889817995,0.940205121
NELFB,1.419920745,1.626842693,2.52986278,4.620464157
KHNYN,1.241274449,2.065310804,1.537302526,2.867370797
MSTO1,1.835047583,1.323027953,3.001946204,1.068875489
COPZ1,2.94288085,1.640437224,4.334034455,4.159949367
ATL2,1.395608236,2.02038807,3.001882299,2.37399832
MTPN,2.685008548,1.278815525,1.422894891,1.146462137
MPL,3.238295247,1.241597222,1.224295878,1.763964688
QTRT2,1.680223045,1.161117794,1.283883132,2.908125791
DHX34,1.776389736,2.062755549,1.564649479,2.820919986
USP33,1.282683065,1.650879228,1.241413384,2.176254629
MTMR14,1.469714726,1.920246178,2.906189389,2.519202311
BRAT1,1.228661428,1.761450796,2.64266282,2.258855734
IL16,1.651926362,1.79752904,2.71690695,1.534410283
RAP1GAP,2.12874446,2.048653413,2.59493711,1.823335391
ZKSCAN1,1.56853223,2.243548032,3.321238179,3.319898019
SYAP1,1.357153211,1.711154281,3.005110309,2.953958498
SLC22A25,1.569615016,1.722253846,1.559931995,1.207023605
FAT4,1.589291183,1.363135746,1.403237965,1.953658067
SPIRE1,1.500817329,1.103868197,2.899974202,2.821851746
ARMC2,1.41691884,1.686857792,1.527220323,1.53298599
PDXP,1.024720235,1.396627157,3.825423737,3.324968947
EIF2D,1.749862745,1.691225197,0.91118757,1.52116249
SPAG5,1.453709489,1.176487379,1.685600904,1.488061782
BTAF1,1.590179912,1.607816415,2.927687872,2.563954502
MADD,1.065356272,1.274524409,2.944424984,1.648003087
IGF2R,1.72124184,1.419524449,1.817737406,1.415252498
SPR,1.338390511,1.528860599,1.523008745,2.047278935
SECISBP2,1.697520086,1.257441591,3.120992758,3.223847221
ZNF805,1.146314216,1.650941874,1.141872562,1.507720516
COX5A,1.273682294,1.652072756,2.846032,1.42214029
TOMM22,3.361090234,2.584683757,4.668850682,4.590945754
DYM,1.253609714,1.815332859,2.632690716,1.466467883
ZCCHC3,2.333560997,1.549719173,4.454415963,4.325780648
GEMIN2,1.708523234,1.506146207,3.875164103,3.890397096
ELP2,1.837251168,1.620143705,1.677766644,1.628476433
TEDC2,1.731758788,1.561653333,1.356379744,1.814837146
MAGOHB,2.843038733,1.094753967,3.665737897,4.01970971
MAGOH,1.470040475,1.581765819,1.716808891,1.943247909
GATD3B,1.437925044,1.268656988,2.843866001,2.924207981
GATD3A,1.639953487,2.061773539,2.838899016,2.917323599
MAP1A,1.301625015,1.670841622,1.968682517,1.317576377
YY2,1.784163514,1.788427604,3.880918328,3.340020874
RASA4,1.926753702,1.608902752,1.973219137,1.923540313
RASA4B,0.935334439,1.167738623,1.318378348,1.200652518
RAB11A,1.175707993,1.774263887,3.770210873,3.235135457
RAB11B,1.512116906,1.96222427,3.698393827,3.155726856
NARF,0.897094066,1.675414879,0.871882068,1.570131817
C8orf44-SGK3,2.073349837,0.628595339,2.052386365,1.525053853
SGK3,1.626233515,1.677745111,2.065943303,1.556941627
LOC102724985,1.51316334,1.085388316,2.536476078,2.625301967
PDXDC1,1.663201837,0.991614994,2.567449796,2.656093335
HBA2,1.40657493,1.431831855,1.825236669,3.149649983
HBA1,1.993025053,1.858000554,1.387928169,3.13536363
NMT1,1.736713658,0.852517646,3.115850655,2.14435023
NMT2,1.63015008,1.740449391,1.485063899,2.085393875
VAPA,1.235625163,1.829358319,3.07920662,2.903229739
PAM16,2.944882378,1.274860422,1.01649526,0.524423667
NKAPL,1.593009114,1.212534883,2.018197938,1.787566442
FECH,1.26472092,1.633823102,3.034384338,1.03963889
TUBGCP4,1.93317201,1.43244973,3.275005639,3.07861097
EIF5,1.71742886,1.503630597,3.74618833,3.375684473
SRPRA,1.93531098,1.557520989,1.692891063,1.548845436
CEP135,1.39926762,1.399267055,2.734727331,0.765795059
CHUK,1.568218484,1.083916159,3.23627434,2.899583531
POLA1,2.021069565,1.167126192,1.750076006,1.668348026
COL4A2,1.532421724,1.349117027,1.753482142,1.372346148
MLXIPL,1.753020565,1.698808107,2.311112804,1.537584787
TIMELESS,1.276987149,1.929540842,1.127832698,1.340181577
CALR,2.418798557,1.254894312,3.599686842,3.171088183
MFN1,1.267665092,1.263749422,2.651387278,2.514147038
SIRT1,1.293494687,1.308519586,1.718115897,2.613136319
KIAA1109,1.776703361,1.727284265,1.30694131,1.271654752
BPNT1,1.220926566,1.625025475,1.586623865,1.388240758
HSPA12A,1.49076224,2.021829036,1.325386535,2.561279147
GEMIN6,0.974935398,1.069930708,3.600797715,3.537025098
OR51B6,1.664590694,1.887481091,1.736615718,1.398201436
SERPINA7,1.438380423,1.640382506,3.288655588,3.030799814
CENPQ,1.452837648,1.911389932,1.783801832,1.686375106
VPS72,1.675573359,1.451923075,3.803744718,1.006665913
EPS15L1,1.758154831,1.519000696,2.955854268,2.90052082
RAB31,1.627260692,1.237491734,2.392122374,2.485910044
IQCB1,1.190054658,1.669974563,1.874029001,1.495682809
ARHGAP17,1.442440459,1.102567189,1.473607392,1.319527437
THUMPD3,1.643758569,1.558818215,3.366450924,2.92648428
HDAC4,1.276069097,2.46838503,2.495958481,1.511866317
MUC19,1.237927784,1.51879319,1.496697694,1.101508356
UCHL1,1.473206611,1.598401086,3.502945783,2.499181976
ANXA6,1.897878046,1.633134801,1.852511782,1.419973996
INTS14,1.538948752,0.971710773,1.692617328,2.919022588
PAFAH1B3,1.706829302,1.840836689,3.011195894,3.048980949
MTDH,1.374737511,2.356962032,3.980579379,3.893912579
TOR1AIP2,1.659582611,1.61976482,1.804414025,1.65691988
GPR1,1.806073766,1.713368632,0.868640814,1.354007374
MAP2K7,1.568428366,1.170703619,3.68151924,3.862123842
SENP6,1.118975649,1.501844901,2.93534486,1.319612658
GH2,1.577697604,1.257864942,2.623774005,1.304173844
METTL17,1.417749728,1.851170778,1.470429838,1.399495245
PPT1,2.11861061,1.612244888,1.514413998,1.548582783
AGPAT1,1.759036787,1.481107024,2.79666827,1.430269732
TRAPPC9,2.876500223,2.264503601,1.365644869,1.267438399
KDM7A,2.200901998,1.457692971,1.095303721,1.208274221
UNC13D,1.222283383,2.232967455,1.12869551,1.39068256
IP6K2,1.285881803,1.913228636,2.82601354,3.275089988
TBC1D21,1.371944221,1.32012656,1.649243186,1.814345136
AGPAT3,1.300768477,1.138662351,3.045680846,2.920983744
NUDCD1,1.853578124,1.451086391,1.225907282,1.468839395
KCTD3,1.524718952,1.76667779,1.121943326,2.912777552
C5orf51,1.178884591,1.213568269,1.340471739,1.426712305
GOLGA2,1.448798224,1.52323852,2.760752126,2.630337576
DERL1,1.387691228,1.643082364,3.927082708,3.745402941
UBQLN2,2.246545727,1.395958219,2.791772287,3.465444295
NASP,1.874064541,1.292367183,2.485359898,1.254148178
ZNHIT2,1.412528888,1.624670043,3.684097325,3.615929666
CCNA2,1.412025615,1.554440655,3.387892863,3.076249905
ZNF503,1.234600939,1.452937187,1.995555273,1.426208268
CBR4,1.337483088,2.091421923,1.613636581,1.393405779
TUBGCP5,1.501923097,1.465724574,1.785439127,1.066152283
XPO4,1.579407888,1.658668094,1.332417664,3.003811938
TGFBRAP1,1.846634529,1.24699691,1.493711733,1.743183437
MCOLN2,1.577710562,1.208979951,1.923975506,3.121563952
SMYD3,1.554486497,1.887162436,3.629337687,2.815302797
COBLL1,1.963741667,1.057002735,2.620808687,2.52253643
RESF1,1.593453308,1.613151183,3.175771912,2.80619644
NAA30,1.825450338,1.200015204,1.982657466,0.942311052
ZC3H15,1.097667032,1.4113618,3.959988167,3.756170257
FHOD1,1.666655846,1.755437033,1.587099911,2.791979475
GDF10,1.091138091,1.599204419,1.506541376,1.124758271
SEC31A,1.348649668,1.196661289,1.112284411,2.032098716
MAPKAP1,1.704716518,1.588295246,3.323270476,3.137141482
AKAP13,1.556600294,1.556460046,1.53637821,1.034595316
MTCL1,1.794055405,1.7290405,1.431264498,1.179184879
SYCP1,2.234578623,2.225684847,1.399068493,1.27160719
GALNT11,1.484669682,1.170941734,2.854772993,1.886012559
FAM3A,1.50243275,1.208743715,3.15138231,2.79829288
PREB,1.941795254,1.446765488,3.078150409,3.322089744
C12orf56,1.773376764,1.929826838,4.27989625,4.131065223
USP14,1.876958551,1.87774552,3.372313764,3.059423777
GDF9,1.714427862,0.993379156,2.361706098,3.619803946
VPS53,1.354168835,1.091812697,3.083767913,1.296239959
CPEB2,1.179223618,1.321227999,1.276163973,1.579178605
CPEB3,0.957577265,1.626799195,1.350284352,1.425097933
CPEB4,1.729852586,1.236111381,1.723489658,2.42188734
PYGL,1.003336905,1.826730186,3.6938692,3.408867055
DYNLRB1,2.197856078,1.382332093,3.190604582,3.191624186
DYNLRB2,1.415806571,1.778681125,3.043598495,3.045193842
SLC25A18,1.419758221,0.868861885,3.081796299,1.694623549
ITIH2,1.324959179,1.461742627,1.961738346,1.16763273
IGLL5,3.365453636,3.98274376,1.235175189,1.012890048
PFN1,3.700988072,0.49806153,2.286099222,3.754241904
PPIA,3.959920985,1.600050448,3.949345066,4.285378704
CP,2.090875204,1.606806539,1.578210723,1.27017068
PFDN2,2.975953545,1.547719025,4.5995516,4.422591894
TMED10,2.545309504,1.928087713,2.925771507,2.967345059
MDH1,3.628261524,3.444622045,1.311284174,1.78942424
STMN1,2.701632095,1.858656873,1.928753415,1.824112372
NDUFB4,3.359339355,1.510227726,0.934285755,3.811735855
LSM3,2.935546519,1.646256101,1.124381992,1.655019482
BOLA2B,2.84568115,1.052419495,1.680961042,1.776867443
UQCRQ,1.834695052,1.49331639,3.451409989,3.532886112
SYDE2,2.259083629,0.932210192,1.825889988,1.5236929
TMEM109,2.575672445,1.561788314,1.418464067,1.637548282
TIMM13,3.02529902,1.516740436,4.444970818,4.443024679
MCRIP2,1.843564976,1.253753368,1.595218519,1.555369256
ABCA13,1.322770954,1.559360086,2.60738403,1.158254038
PDZK1,1.305008264,1.414536242,1.853565037,1.405046143
KRT82,3.094160943,1.315071855,3.561634523,2.997551312
ATP5MG,3.308694699,3.021174151,4.440552969,4.408675089
HIGD2A,1.674356745,1.386374837,4.11484974,4.04657844
UBE2M,1.518853674,1.02669087,1.941275131,1.277476501
HAL,0.808974519,1.709740672,1.184651405,1.284394742
PAN2,1.190629159,1.548238943,1.864720371,1.121040392
PEBP1,2.540774307,1.595481775,1.318507874,1.856519204
MIF,3.337131733,1.442544923,1.462792096,3.552993177
SOX7,1.55337153,3.421672828,1.451611518,1.810791095
ATP5MF,3.586770064,1.163683774,1.854918513,1.654254203
STARD13,2.68198371,1.677014278,1.980561663,1.899430196
COPS7B,3.06607819,1.691025354,3.459446032,2.704375652
NHSL2,1.525882728,1.545608918,1.655484461,1.267367369
SERPINI1,3.499671799,1.190658465,1.98834894,0.966887378
RMI2,0.896857074,1.559751591,2.891133735,1.450411729
TAOK1,1.77413189,1.309488945,3.379110914,1.579250806
HSDL1,1.563011964,1.874714783,3.459386588,2.94952494
ALDH9A1,1.797865432,1.112700988,1.386741373,1.025024567
SNRPG,3.498102976,1.645165295,1.652372087,3.509726519
RCCD1,2.763257383,2.643222168,2.890007206,2.750531597
LRRC37A2,1.629948276,1.624624361,2.79685318,2.349739373
LRRC37A,1.773489563,1.486972185,2.713690363,2.276370037
ANKRD26,1.527899343,1.633684877,1.222353569,1.802495981
CCDC144A,1.529621347,1.39902023,1.473367528,1.59729123
BTBD9,1.528640834,1.896676236,1.689215981,1.288936029
TNFAIP1,1.693670976,1.354225768,1.720651428,1.849544455
KCTD10,1.737198967,1.38605834,1.683375831,1.083534956
LACTB,2.769935925,2.680164781,4.147727616,3.972673874
CAP1,1.30924002,1.338061113,3.366266479,1.34596522
AKAP12,1.730532496,1.21759404,3.142581874,2.872747047
WASHC3,1.563744004,1.508809382,2.945846419,3.448672626
DIAPH1,2.300620987,1.628745198,3.496823037,3.418293155
ANGPTL3,1.488872595,1.102286311,4.54243733,1.583109476
SKIV2L,1.455578882,1.8569482,3.378604365,2.845162884
CD58,1.549994114,1.403983355,3.286367229,2.922009924
