Gene,logFC,logCPM,F,PValue,FDR
SPINT2,-0.657017755753951,3.96617866820084,42.9392997588735,1.87758314017636e-06,0.00016456015481363
HMGN3,0.624563609781677,6.70774574168352,42.8307098429228,1.91160832140762e-06,0.000166696107461737
SNX11,-0.646299356896962,4.50078504379431,42.7548894928921,1.93586866710606e-06,0.000167963358825393
QPCTL,-0.705479263585972,4.5613817734337,42.6499688609369,1.96993017424616e-06,0.000168196723296447
TXNDC17,-0.603767798733649,6.0715039464497,42.6344287539934,1.97499411888745e-06,0.000168196723296447
NSA2,0.558780245365533,7.6229289366117,42.6137799701215,1.98179253183564e-06,0.000168196723296447
ATXN2,0.586876835096636,6.18970834888648,42.6013485406706,1.98590086806859e-06,0.000168196723296447
PTPA,-0.620318604303476,6.66119126372533,42.5972229112182,1.98726581446051e-06,0.000168196723296447
SBF1,-0.534294779125042,7.36874979404128,42.5559760776954,2.00096855793434e-06,0.000168266101283783
KLHL25,-0.71146526787883,3.58085339854807,42.5367075002461,2.00757655881265e-06,0.000168266101283783
GPATCH4,0.529737681580113,7.55882426556972,42.4306078538911,2.04326099588078e-06,0.000170429682873804
FOXD1,-0.630247797605252,5.08585170341812,42.3238075458358,2.08009071255502e-06,0.000172667530014303
SS18L2,-0.552298533066764,4.93535287045008,42.2290495228186,2.11335642280956e-06,0.000173188673804566
CYHR1,-0.632094531298901,5.90407899814569,42.2106533880189,2.11986460355957e-06,0.000173188673804566
ATP5F1A,-0.504503170887508,8.98172715785315,42.2016623039821,2.12305045067602e-06,0.000173188673804566
AL022328.4,-1.2203990800296,2.3758072772212,42.1963639299211,2.12649130351952e-06,0.000173188673804566
KIF26A,-0.618459845920234,5.35024956905965,42.1255271388171,2.15036055902452e-06,0.000174310447944213
SCPEP1,-0.518215896271662,5.68759712659458,42.0348515264818,2.18335036352284e-06,0.000175751794220759
MZT2B,-0.835315305468644,5.58445118679739,42.0020482697549,2.19542690988579e-06,0.000175751794220759
NDUFB6,-0.479404340054124,6.22759196865054,41.9932199641644,2.19867876472164e-06,0.000175751794220759
TMEM208,-0.705356320056003,4.62192580041387,41.9142366933867,2.2281526142325e-06,0.000177246760845755
UBE2V1,0.474378926955864,7.76748042110085,41.8881555977867,2.23791230536167e-06,0.000177246760845755
NUDT22,-0.868498346709929,3.35599691399836,41.8454663583798,2.25442716412826e-06,0.000177405319944237
HNRNPD,0.453843892774284,9.47268676601327,41.8286782554705,2.26046393998217e-06,0.000177405319944237
DIPK1B,-0.57273106757539,5.66528761548533,41.747981277164,2.29147462790624e-06,0.00017844606258874
PSMC3IP,0.564449628114636,4.96854430295399,41.7163719363885,2.3037469522751e-06,0.00017844606258874
CFDP1,0.610727003413761,7.07175435724196,41.7138047317847,2.30473021877036e-06,0.00017844606258874
FMC1,-0.648104029442183,5.22796769460438,41.4430513607124,2.41290076026193e-06,0.000185197333542947
VARS2,-0.492569028787455,5.96177298398453,41.4418317323406,2.41337889766958e-06,0.000185197333542947
MIGA2,-0.563219830751056,4.81240260929046,41.3976892880813,2.43157280716874e-06,0.000185767858799006
GSTO1,-0.732639160362927,6.22812362788663,41.2315753316824,2.50122249068271e-06,0.000190247169709813
TCF7L2,0.673755793082855,5.423702580127,41.1567634685238,2.53332390112359e-06,0.000191843730161403
SMUG1,-0.56414766012946,4.9699792516449,40.9851408072476,2.60870853610397e-06,0.00019668978857804
PABPC1,0.478186363690916,10.4253673835517,40.935052960968,2.63112943806223e-06,0.000197517742946011
YLPM1,0.510933077600179,7.33039194083134,40.9016477939194,2.64622328088375e-06,0.000197790870856012
ZNHIT2,-0.874238627620607,3.58285336580817,40.7409508056512,2.72038386625299e-06,0.000201396354252022
HNRNPDL,0.414909957355079,9.37528394626415,40.73790032894,2.7215965797657e-06,0.000201396354252022
RECQL4,-0.569592358182389,7.01098551723356,40.721121013649,2.72945366008185e-06,0.000201396354252022
NADK,-0.528176218496046,6.08456626301207,40.6312385087461,2.77196403299857e-06,0.000203662685079801
ATG7,-0.578074504578781,4.79354502996072,40.5783597076169,2.79734757160171e-06,0.000204656793098623
